A0291	Ní pa mẻa lú pảı hóa jí da.	This is one of my friends.		✔️	✔️
A0310	Nủejī gâq fả jí súq Méhīkō ka.	I hereby promise to go with you to Mexico.			?
A0311	Hı rảı ní moq.	What is this?			❌
A0312	Mả shủ ‹ Lỉ › pósūq chủa moq.	Is "Lee" your name?			✔️
A0317	Nỉodē níjāo nỉaı da.	That animal is youthful.			❌
A0320	Sỏqchō súq hı rảı baq shảmū roı baq pỉsō moq.	What's your favorite out of apples and pears?			baq
A0323	Dẻq chỏa bébē shú ‹ mảmā › ru shú ‹ pảpā › da.	The baby can say "mama" and "papa".			✔️
A0334	Shẻ jêq tảo jí da.	I would have done the same thing.			❌
A0337	Pủ dủashō jí lû pỉao Fárāqsētōaq da.	I noticed that the French language is complex.			✔️
A0340	Chỏq jí sa pỉanō ru sa gỉtā da.	I use a piano and a guitar.			?
A0341	Pỏaq lũı shía da.	The glass has broken.			✔️
A0343	Mủqdōa súq cu jí sa shỉabīo sảhēq nảo ba.	 me a glass of water.			❌
A0348	Bủ chỏ jí rîe jí baq pỏqmē da.	I don't like being in the middle of a crowd.
A0354	Bủ pủ mỉu jí jîa ní da.	I didn't think this would happen.
A0356	Pósūq lỉqpāo pa lẻo tủa sỉ súq hó da.	Your mom is trying to get you to pay attention to her.			✔️
A0361	Gú pa chẻo lủı rủao da.	The two have forgiven each other.			✔️
A0364	Pảq go tu nỉaq sa jỏ cảo da.	Every year has four seasons.			❌
A0374	Sóa pa nẻı rı jỏ moq?	Are there nine or four helpers?			✔️
A0376	Mí Gúhēı Tẻoq pa jảq gỉ!	Twenty Questions is awesome!			✔️
A0379	Sárālīa pa sảo nảogūaq da.	Australia is a big island.			?
A0382	Sa sủao pa lủ bủ dủa súq hóa da.	There is something important that you don't know.			✔️
A0383	Sỉachōa ba.	Silence!			?
A0384	Sẻa jĩa hó bìe gûaı hó da.	He will relax after he works.			✔️
A0391	Dỉe jí lûaq súqjī lúaqgō ka.	I hereby suggest we play Go.			✔️
A0407	Ní bỉo pa, pỏjī rı pỏsūq moq.	This cup, is it mine or yours?			✔️
A0408	Sủe góıchē jí lî bủ pỉe ja dỏ bírā da.	The doctor asked me not to drink beer.			?
A0409	Jảq bủ chỉ jí da.	I don't believe it at all.			✔️
A0414	Mả tỏaqdēq súq mí Tỏaq moq.	Do you speak Toaq?			✔️
A0415	Lî chảocāq ja rảı sa gủsīoq pa jảq fủı da.	Riding a bicycle is very easy.			✔️
A0416	Nỏa lî nỏaq ja cu ní kủe da.	It's difficult to read this book.			✔️
A0419	Mả fủı go súq lî nỏaq baq Jủqgūo lảı moq.	Is it easy to you to read Chinese characters?			baq
A0424	Jỉa hảqsūe jí to ra gálōnūeq to bákānūeq.	I will order either chicken or beef, or both.			❌
A0425	Hảqbāı jí to ru sa tủzȳ rào níchāq to sa pỉcā rào jỉachāq nha.	I'll cook soup today, and pizza tomorrow.
A0426	Dủq pỉe súq to rı cháı to káfē moq?	Do you (habitually) drink tea or coffee?			❌
A0430	Shảo jí lû sıa rảı pa kảqgāı jí.	I want nothing to see me.			✔️
A0431	Mỉu mí Sảrā bûaq súq lî ja dỏ bı tủa dủa dó hó.	Sarah thought you failed at alerting her.			❌
A0439	Dủ bủ lẻ hóq da.	That seems improbable.			✔️
A0448	Nủo hó dùoı sa chảq fẻ bũ cà jâq jảq nủokūaı hó.	He hasn't slept for five days, causing (him) to be very very tired.		✔️	❌
A0449	Shè tâı súq bı hỉoq jí da.	If you win, I'll be proud.			✔️
A0461	Mí chảq roı póhō pỉa pa chẻo lủaqgāq.	Chang and his sibling play with each other.			✔️
A0465	Mủqdōa súq cu jí gu fóq ba.	Hand me the phone.
A0470	Mả tủe dẻoqsōı pó lâqcāı súq roı pósūq pỉa moq?	Was you and and your sibling being loud an argument?			tue
A0473	Tu lủ sỉ hóa hoı kỉq pa chỏ máq da.	All those who watched the aforementioned movie liked it.			✔️
A0474	Tu sï hóa hoı kỉq pa chỏ máq da.	All those who watched the aforementioned movie liked it.			✔️
A0476	Mả fỉeq go ní ku súq moq.	Is it you who created this?			✔️
A0477	Chủq hó ku shámū da	It's an apple that he ate.
A0479	Beı bũ jỉa nỉqgūo kủq jí cu súq da!	I will *not* tell you again!
A0480	Mả mỉu súq jêı hó mí Chảq moq?	Do you think he is Chang?
A0483	Nỏ ní kủqtōaı mí tỏaq da.	This sentence is in Toaq.
A0489	Mủı go hóı tỏa sa gủ da.	That word has two meanings.
A0490	Nỉqdāo hı rảı moq.	What's news?
A0494	Tẻqgūaı súq hı rảı moq.	What is your job?				✔️
A0503	Jí ru pójī nảqpīa pa jỏe lủaq shảhā da.	My brother and I are skilled at playing chess.
A0504	Pójī lỉqpīa pa gỏıchē da.	My sister is a doctor.
A0506	Tỉ póhō fủ chíejīo da.	His son is at school.
A0514	Pójī chủa pa shủ ‹ Hảnā › da.	About my name: it's "Hana".
A0521	Bủ tỉ máq Húsōnā gủa da.	It is not in the United States.
A0523	Jẻı hı rảı pósūq chủa moq.	What's your name?
A0526	Mả gỉlīe pósūq pủq pảo moq.	Are your parents doing fine?
A0528	Kùı hı rảı bı nủ chỏaıjāq máq moq?	Why is it that expensive?
A0529	Tỉ pósūq pảı hı rảı moq.	Where are your parents?
A0535	Mí Lỉsā pa hủsōnā da.	Lisa is American.
A0544	Sa pỏq pa lủ lảo jí tî hóa da.	About some people: I await  their presence.
A0545	Lủ mảı jí hóa ceı súq da.	You are such that I like you.
A0546	Tủı bũ súq tóqfūa ba.	Don't sit on the table.				✔️
