A0326	Hẻ cả hôegīo shãısīa na nêaqgūaq da.	Sunshine all the time makes a desert.			?
A0327	Baq pỏq chỏasīa pa sỏq lî gỉ hûosī baq ja pỏq da.	A silent man is the best one to listen to.			❌
A0328	Dûoı kóacāo hı rảı pa bủ bỏq lêaqbīe go máq jéaqcāo da.	No matter how long the winter, spring is sure to follow.			❌
A0329	Kảqgāı baq gảmā rào sıa dảqmōa póhō bẻq da.	A camel never sees its own hump.			baq
A0330	Chỏaqfā pũ sãqchīo jí Fárāqsēgūa da.	I visited France three times.			❌
A0332	Cả mâ jỉa rủqshūa na jîa tảo jí hı rảı da.	Whether it will rain conditions what I'll do.			✔️
A0333	Chẻo hẻo púqhō lî dủq chủq ja pỏq ja hảq da.	They differ in what food they habitually eat.			❌
A0346	Shảo gẻq jí sa lủ dẻ ru pảırūo ru kỉaı da.	I want to meet someone pretty, kind and caring.			❌
A0350	Rảqmōı súq lû lủı tảo súq hı rảı ba.	Think about what you've done.			✔️
A0352	Jỉa lẻo kủq jí máq nò mí Tỏaq da.	I'll try to say it in Toaq.			❌?
A0355	Mả tảochō mỏı súq dêoqsōı moq.	Do you like to think about debating?
A0373	Róaı chỉenīq pa lẻo chỏakōy da.	The 8 students try to voice chat.			✔️
A0377	Shẻo tủa rỉoshō jí go róaıhēı kủnē da.	I regret boiling the 80 dogs.			❌
A0386	Rào tu jỏa bı shỉchīo fả jí kúejīo da.	Every week I go to the library once.			?
A0387	Shỉchīo rào tu chảq tâo jí hóq da.	Once every day I do it.			?
A0389	Tu gủ pỏq pa hẻ gủchīo chẻo gẻq da.	You always meet twice.			❌
A0393	Kỏ shỉ hó póq lî chủı tỉshā da.	He was the first person to arrive.			✔️
A0396	Rào jíachāq bı dủaı jí lî tỉshāı chũı da.	Tomorrow I have to leave early.			❌
A0397	Rào jíachāq bı dủaı chủı tỉshāı jí da.	Tomorrow I have to leave early.			❌
A0410	Lú bủa hóa Júqgūo pa, hủaqpūı gígā da.	The inhabitants of China are more than a billion.			❌
A0411	Mỉu mýı tûq dỏetīao súq zâı mýı pó ja da.	We consider you our only hope.			✔️
A0412	Shè nôaq súq ní bı mỏınīeq súq da.	If you're reading this, then you're dumb.			✔️
A0417	Nỏa lî sỉ hó ja rảı na jí da.	It's difficult for me to have his attention.			✔️
A0421	Bủ dủa jí. Keo rủaq hó ku hóq jí ★ da.	I don't know. But this is what he told me.  [ruaq3?]			?
A0429	Pủ kỏe mí Chảq ní ta lî tủa lủe ja pỏq ja jỉq da.	Chang picked that one for being yellow. 		✔️	❌
A0443	Mỏı dãqfāı súq. Je gỉ hóq.	You think a lot. That's good.			✔️
A0450	Shẽ rủqshūa bı, bủ fả jí da.	If it rains, I won't go.			❌
A0452	Bủ chỏ jí pósūq sẻ tủa nỏ kıo bủ dủe kı.	I don't like your translation ((it) isn't correct)			❌
A0455	Gảq hó jí chê chỉe tì Másāchūsēcī rào kónīaq… gủbīqsāq, ju rủemōaq jí da.	She and I studied together in Massachusetts in… 2003, I think it was.
A0456	Súq pa to ru pủ bỏnūe, ju chỉaı na, to beı hỉoqkūq, ju shủaınū dủahūı da!	You not only took it, which is wrong, you also *bragged* about it, which is plain foolish!			❌
A0457	Tủa tỉrīu súq máq lú tỉnīqdūa súq hóa na sũejī ka.	Return it to where you found it, please.			❌
A0458	La chỉo bı chẻ chảocāq jí.	I repeat: I am a chauffeur.			?
A0459	Lỏı jí baq nỉ, la củakūq da.	I hate these things, *in response*.			?
A0460	Kỏychēo súq roı jí ba.	Let's talk.			✔️
A0468	Shảo hó fâ hó jéarīaq rào níchāq ro rào jíachāq.	He wants to go to the market either today or tomorrow.			❌
A0471	Tủe jảı tu lủ tủe hóa chûq jí da.	My eating is always an event of being happy.			tue
A0484	Chỏakūq súq sa rảı nò híqlītōaq ba.	Say something in english.
A0547	To ru beı sỉaq to bủ lỉo da.	This is the RIGHT direction, not the left one.				✔️
